aliquot_id	analysis_full_uri	analysis_id	dcc_project_code	dcc_specimen_type	file_count	file_ext	file_md5sum	file_name	gnos_server	last_modified	published_date	study	submitter_donor_id	submitter_sample_id	submitter_specimen_id	workflow_name	workflow_version
01deb3b4-7229-40b1-a567-b1cb80e556eb	https://gtrepo-ebi.annailabs.com/cghub/metadata/analysisFull/1b06bf75-6fa7-44e7-a94e-1c3b73c6ab73	1b06bf75-6fa7-44e7-a94e-1c3b73c6ab73	OV-AU	Recurrent tumour - other	1	bam	62c0079dd5f12ca57da5236182afc1d7	PCAWG.1a01acc8-fb5b-11e4-a1ec-df9c4c0cae24.STAR.v1.bam	ebi	2016-06-09T21:05:21Z	2015-09-11T22:57:53Z	icgc_pancancer	AOCS-150	AOCS-150-4-5	AOCS-150-13	RNA-Seq_Alignment_SOP_STAR	v1
01deb3b4-7229-40b1-a567-b1cb80e556eb	https://gtrepo-ebi.annailabs.com/cghub/metadata/analysisFull/52ab24f8-13cb-440c-92e2-aa4ea5846f18	52ab24f8-13cb-440c-92e2-aa4ea5846f18	OV-AU	Recurrent tumour - other	1	bam	4e9c6ac317f7ff54e6cf6cb54a8f93f9	PCAWG.1a01e72e-fb5b-11e4-ab9c-d91320453ceb.TopHat2.v1.bam	ebi	2016-06-09T21:05:11Z	2015-09-25T23:28:02Z	icgc_pancancer	AOCS-150	AOCS-150-4-5	AOCS-150-13	Workflow_Bundle_TOPHAT2	0.1
01deb3b4-7229-40b1-a567-b1cb80e556eb	https://gtrepo-ebi.annailabs.com/cghub/metadata/analysisFull/70df1b21-095b-46e4-94f5-11787a2f6984	70df1b21-095b-46e4-94f5-11787a2f6984	OV-AU	Recurrent tumour - other	1	bam	fdb5c5d978a078bfcf7644471c2311e1	PCAWG.1a008528-fb5b-11e4-8992-c4f235609eea.TopHat2.v1.bam	ebi	2016-06-09T21:05:11Z	2015-08-14T04:41:14Z	icgc_pancancer	AOCS-150	AOCS-150-4-5	AOCS-150-13	Workflow_Bundle_TOPHAT2	0.1
01deb3b4-7229-40b1-a567-b1cb80e556eb	https://gtrepo-ebi.annailabs.com/cghub/metadata/analysisFull/82d231af-3753-4110-8895-a0046ce29747	82d231af-3753-4110-8895-a0046ce29747	OV-AU	Recurrent tumour - other	1	bam	3cc2b6b84c3f549cd0e062800752dec4	PCAWG.1a01e72e-fb5b-11e4-ab9c-d91320453ceb.STAR.v1.bam	ebi	2016-06-09T21:05:11Z	2015-09-12T02:32:01Z	icgc_pancancer	AOCS-150	01deb3b4-7229-40b1-a567-b1cb80e556eb	AOCS-150-4-5	RNA-Seq_Alignment_SOP_STAR	v1
01deb3b4-7229-40b1-a567-b1cb80e556eb	https://gtrepo-ebi.annailabs.com/cghub/metadata/analysisFull/8a102d7b-759b-4fb0-bb06-fd615fcd7bec	8a102d7b-759b-4fb0-bb06-fd615fcd7bec	OV-AU	Recurrent tumour - other	1	bam	62ee8b2eeddcb54425948c2782f1122f	PCAWG.1a01acc8-fb5b-11e4-a1ec-df9c4c0cae24.TopHat2.v1.bam	ebi	2016-06-09T21:05:11Z	2015-09-25T23:36:01Z	icgc_pancancer	AOCS-150	AOCS-150-4-5	AOCS-150-13	Workflow_Bundle_TOPHAT2	0.1
01deb3b4-7229-40b1-a567-b1cb80e556eb	https://gtrepo-ebi.annailabs.com/cghub/metadata/analysisFull/d1e06fff-dd6f-4346-900c-d50cc60985e2	d1e06fff-dd6f-4346-900c-d50cc60985e2	OV-AU	Recurrent tumour - other	1	bam	9270271727ee6de666142bc6b9f248e3	PCAWG.1a008528-fb5b-11e4-8992-c4f235609eea.STAR.v1.bam	ebi	2016-06-09T21:05:11Z	2015-09-12T23:38:06Z	icgc_pancancer	AOCS-150	01deb3b4-7229-40b1-a567-b1cb80e556eb	AOCS-150-4-5	RNA-Seq_Alignment_SOP_STAR	v1
01deb3b4-7229-40b1-a567-b1cb80e556eb	https://gtrepo-osdc-icgc.annailabs.com/cghub/metadata/analysisFull/1a008528-fb5b-11e4-8992-c4f235609eea	1a008528-fb5b-11e4-8992-c4f235609eea	OV-AU	Recurrent tumour - other	2	bai,bam	7d93d5b88ab5766adb1a89e352817420	2d569963-6428-4695-a8a2-9603b626bcd0.bam,2d569963-6428-4695-a8a2-9603b626bcd0.bam.bai	osdc-icgc	2016-06-09T22:53:51Z	2015-06-04T05:16:49Z	icgc_pancancer	AOCS-150	AOCS-150-4-5	AOCS-150-13		
01deb3b4-7229-40b1-a567-b1cb80e556eb	https://gtrepo-osdc-icgc.annailabs.com/cghub/metadata/analysisFull/1a01acc8-fb5b-11e4-a1ec-df9c4c0cae24	1a01acc8-fb5b-11e4-a1ec-df9c4c0cae24	OV-AU	Recurrent tumour - other	2	bai,bam	a79d86ee0c8d4f837b6fece96fe49f07	60faafd4-4942-4af8-ad41-b1dc44144c26.bam,60faafd4-4942-4af8-ad41-b1dc44144c26.bam.bai	osdc-icgc	2016-06-09T22:53:51Z	2015-06-04T05:18:50Z	icgc_pancancer	AOCS-150	AOCS-150-4-5	AOCS-150-13		
01deb3b4-7229-40b1-a567-b1cb80e556eb	https://gtrepo-osdc-icgc.annailabs.com/cghub/metadata/analysisFull/1a01e72e-fb5b-11e4-ab9c-d91320453ceb	1a01e72e-fb5b-11e4-ab9c-d91320453ceb	OV-AU	Recurrent tumour - other	2	bai,bam	231ff8257ea10190e796d3f6a11e3d33	d5abfee9-d0d0-4089-a947-290de40bf93a.bam,d5abfee9-d0d0-4089-a947-290de40bf93a.bam.bai	osdc-icgc	2016-06-09T22:53:51Z	2015-06-04T05:22:48Z	icgc_pancancer	AOCS-150	AOCS-150-4-5	AOCS-150-13		
01deb3b4-7229-40b1-a567-b1cb80e556eb	https://gtrepo-osdc-icgc.annailabs.com/cghub/metadata/analysisFull/70df1b21-095b-46e4-94f5-11787a2f6984	70df1b21-095b-46e4-94f5-11787a2f6984	OV-AU	Recurrent tumour - other	2	bai,bam	fdb5c5d978a078bfcf7644471c2311e1	PCAWG.1a008528-fb5b-11e4-8992-c4f235609eea.TopHat2.v1.bam,PCAWG.1a008528-fb5b-11e4-8992-c4f235609eea.TopHat2.v1.bam.bai	osdc-icgc	2016-06-09T22:53:54Z	2015-07-29T18:14:34Z	icgc_pancancer	AOCS-150	AOCS-150-4-5	AOCS-150-13	Workflow_Bundle_TOPHAT2	0.1
